# Constructed from biom file
#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
PWY-4984	9002.816186518497	10042.797458231966	10075.596631663075	9657.761292985753
PWY-5005	57.86402448011843	0.0	2.6995365187134492	17.42639085814121
PWY-5022	6722.531395239265	8597.337884041419	7441.291253456294	8041.153239002376
PWY-5028	0.3267272416062421	67.28223425617294	452.3632716825552	168.47364257619284
PWY-5088	18.055904697283765	0.0	0.0	12.240361093010113
PWY-5097	14611.05868681364	16812.35175447127	16545.31647232458	16870.321154678983
PWY-5100	10787.998483221725	11607.032771798811	11596.86009150263	11018.479543591226
PWY-5101	15333.140470482194	17680.374173782464	17443.87039511952	17936.988525096614
PWY-5103	13183.999113301323	15332.674944767108	15031.623850788823	15307.883887240865
PWY-5104	14029.702923111512	15889.976739949814	16009.865755725521	15959.48566345817
PWY-5121	3583.87832237034	8384.584151206878	762.9173873498117	7052.540985735551
PWY-5154	11908.723744353912	13891.792197563562	13496.710880521532	13265.825804317525
PWY-5177	66.16287284679866	0.0	0.17146972112612638	9.64600796087051
PWY-5178	9.50341357370479	46.2666072655897	79.57881783253684	37.2159728615872
PWY-5179	0.0	0.0	2.4914429181931217	0.0
PWY-5180	97.80453177080614	1077.7753185474126	143.21149818077274	424.9662267399434
PWY-5181	0.0	90.78895044218785	160.16857876620938	1336.0543551388666
PWY-5182	97.80453177080614	1077.7753185474126	143.21149818077274	424.9662267399434
PWY-5183	0.0	1.569606020269516	33.6525448830285	2.2420872250414523
PWY-5188	11659.45077127779	13827.913913954717	13306.93614924559	12954.841733001624
PWY-5189	10716.830246984819	12536.428824729926	11830.36858763852	11860.31130870761
PWY-5265	2.186250231627444	0.0	69.89559785532776	0.0
PWY-5266	0.0	1070.1247149217602	0.0	424.96622673994335
PWY-5273	0.0	1070.1247149217602	0.0	424.9662267399434
PWY-5304	352.7920354018673	1087.94	1.9949424759627912	6.730467002073258
PWY-5345	15955.35948557568	18096.504659346585	18391.445377881093	17734.849289364323
PWY-5347	16105.334859249653	17405.345510348707	18061.18968689817	16762.65039781584
PWY-5384	11644.988700332286	13891.48127128894	13027.669731658256	12432.739408890337
PWY-5415	77.64880343354088	1013.3256369703502	50.214530631119366	396.93892413626145
PWY-5417	93.90640327816789	1417.0604681312477	733.4953853995893	2237.6953703438244
PWY-5419	77.56444107838917	953.3047537467096	64.87546125279094	414.07173587717466
PWY-5420	75.99610042095556	1043.0400304716077	55.739753264534805	438.6163883913401
PWY-5427	45.190551412258685	892.1520296158795	0.0	346.34044056857334
PWY-5430	72.0035449903987	1102.2688895954022	53.87902282817731	499.4804593951294
PWY-5431	93.90640327816789	1417.0604681312477	733.4953853995893	2237.6953703438244
PWY-5484	16017.191830222595	18471.208235117832	17472.54724530241	17864.247019543036
PWY-5505	822.1144371466389	1397.9364523536706	1128.7082715716622	3281.4579354870716
PWY-5507	430.88293780918565	4.7635565487420815	145.42115701768446	1172.0539261941044
PWY-5509	10593.110853586726	12381.109096341652	11960.303351101658	11952.122845413229
PWY-5531	0.0	0.0	95.58221249642163	0.0
PWY-5532	0.41151532580081945	0.0	0.5333728666283413	0.0
PWY-5647	0.0	14.986749769219507	27.485902969984437	111.44016239144115
